-16.09353774846243, -1.3661645422943223
-16.295143790161173, -1.5144843568945543
-16.49667204174736, -1.607184241019699
-16.692489202570314, -1.6164542294322135
-16.893913734006436, -1.6349942062572427
-17.095338265442553, -1.6535341830822714
-17.29678224440681, -1.685979142526072
-17.49821325835231, -1.7091541135573585
-17.694095244269057, -1.7647740440324462
-17.895526258214556, -1.7879490150637316
-18.091401761621924, -1.8389339513325613
-18.29277443298301, -1.8203939745075317
-18.494231376966024, -1.8621089223638476
-18.695707768477178, -1.9177288528389345
-18.891524929300132, -1.9269988412514487
-19.09295594324563, -1.9501738122827352
-19.294419369738026, -1.9965237543453083
-19.490262460598498, -2.0243337195828515
-19.691719404581512, -2.066048667439167
-19.893202278602047, -2.126303592120511
-20.09468515262258, -2.1865585168018544
-20.290586586067466, -2.2560834298957135
-20.49206297757862, -2.3117033603708004
-20.687970893532885, -2.385863267670916
-20.895087068204102, -2.4739281575898038
-21.091033879214642, -2.575898030127463
-21.29260102585711, -2.6964078794901516
-21.49421355006523, -2.8493626882966407
-21.695903864385905, -3.0579374275782167
-21.89199329060279, -3.261877172653535
-22.099336353102288, -3.5121668597914235
-22.295548946997382, -3.8041714947856313
-22.49738835903378, -4.119351100811125
-22.693626882966395, -4.42989571263036
-22.895855245565556, -5.023174971031287
